Frame,Time,X,Y,Z
921,1.4799999999999998,206.095,490.855,590.912
922,1.4833299999999998,206.014,491.401,592.546
923,1.4866599999999999,205.925,491.952,594.279
924,1.49,205.943,492.409,595.961
925,1.49333,205.761,492.958,597.674
926,1.49666,205.779,493.59,599.375
927,1.4999999999999998,205.768,494.094,600.973
928,1.5033299999999998,205.629,494.657,602.751
929,1.5066599999999999,205.647,495.249,604.402
930,1.51,205.572,495.702,606.106
931,1.51333,205.465,496.148,607.846
932,1.5166600000000001,205.348,496.779,609.472
933,1.5199999999999998,205.263,497.218,611.245
934,1.5233299999999999,205.24,497.748,612.906
935,1.52666,205.222,498.279,614.65
936,1.53,205.124,498.857,616.291
937,1.53333,205.128,499.283,617.966
938,1.5366600000000001,205.087,499.802,619.817
939,1.5399999999999998,204.963,500.366,621.346
940,1.5433299999999999,204.955,500.843,623.202
941,1.54666,204.821,501.372,624.831
942,1.55,204.784,501.719,626.578
943,1.55333,204.732,502.304,628.29
944,1.5566600000000002,204.62,502.888,629.988
945,1.5599999999999998,204.65,503.314,631.691
946,1.5633299999999999,204.559,503.824,633.377
947,1.56666,204.447,504.302,635.203
948,1.57,204.429,504.757,636.782
949,1.5733300000000001,204.382,505.277,638.56
950,1.5766600000000002,204.311,505.658,640.283
951,1.5799999999999998,204.251,506.172,641.944
952,1.58333,204.083,506.727,643.755
953,1.58666,204.09,507.136,645.437
954,1.59,204.054,507.59,647.087
955,1.5933300000000001,203.901,508.045,648.966
956,1.5966600000000002,203.864,508.609,650.538
957,1.5999999999999999,203.77,508.956,652.401
958,1.60333,203.688,509.447,654.037
959,1.60666,203.741,509.909,655.784
960,1.61,203.519,510.413,657.461
961,1.6133300000000002,203.487,510.802,659.28
962,1.6166599999999998,203.394,511.165,660.906
963,1.6199999999999999,203.33,511.745,662.696
964,1.62333,203.21,512.169,664.431
965,1.62666,203.178,512.599,666.108
966,1.6300000000000001,203.062,512.997,667.903
967,1.6333300000000002,203.019,513.453,669.587
968,1.6366599999999998,202.865,513.844,671.276
969,1.64,202.837,514.294,673.059
970,1.64333,202.825,514.669,674.787
971,1.64666,202.636,515.061,676.495
972,1.6500000000000001,202.6,515.625,678.249
973,1.6533300000000002,202.467,515.886,679.955
974,1.6566599999999998,202.402,516.312,681.724
975,1.66,202.303,516.675,683.497
976,1.66333,202.231,517.193,685.154
977,1.66666,202.149,517.566,686.875
978,1.6700000000000002,202.133,517.993,688.693
979,1.6733299999999998,202.088,518.352,690.359
980,1.6766599999999998,201.973,518.78,692.092
981,1.68,201.894,519.137,693.856
982,1.68333,201.725,519.425,695.63
983,1.68666,201.62,519.767,697.394
984,1.6900000000000002,201.575,520.174,699.06
985,1.6933299999999998,201.447,520.571,700.867
986,1.6966599999999998,201.271,521.026,702.546
987,1.7,201.233,521.328,704.362
988,1.70333,201.088,521.661,706.013
989,1.70666,201.012,522.059,707.825
990,1.7100000000000002,200.855,522.422,709.486
991,1.7133299999999998,200.74,522.718,711.291
992,1.7166599999999999,200.699,523.062,713.024
993,1.72,200.628,523.403,714.722
994,1.72333,200.555,523.848,716.52
995,1.72666,200.515,524.076,718.232
996,1.7299999999999998,200.372,524.433,719.956
997,1.7333299999999998,200.209,524.743,721.748
998,1.7366599999999999,200.134,525.1,723.494
999,1.74,199.984,525.292,725.19
1000,1.74333,199.95,525.687,726.963
1001,1.74666,199.897,525.933,728.744
1002,1.7499999999999998,199.757,526.198,730.415
1003,1.7533299999999998,199.541,526.578,732.215
1004,1.7566599999999999,199.46,526.827,733.96
1005,1.76,199.26,527.089,735.739
1006,1.76333,199.146,527.379,737.44
1007,1.7666600000000001,199.091,527.544,739.159
1008,1.7699999999999998,198.856,527.963,740.93
1009,1.7733299999999999,198.791,528.137,742.736
1010,1.77666,198.625,528.378,744.424
1011,1.78,198.46,528.669,746.172
1012,1.78333,198.419,528.881,747.938
1013,1.7866600000000001,198.319,529.148,749.635
1014,1.7899999999999998,198.157,529.464,751.475
1015,1.7933299999999999,198.088,529.602,753.168
1016,1.79666,197.998,529.803,754.991
1017,1.8,197.75,530.183,756.667
1018,1.80333,197.699,530.317,758.511
1019,1.8066600000000002,197.584,530.588,760.143
1020,1.8099999999999998,197.376,530.753,762.062
1021,1.8133299999999999,197.276,530.921,763.647
1022,1.81666,197.148,531.059,765.522
1023,1.82,196.945,531.377,767.178
1024,1.8233300000000001,196.83,531.531,769.02
1025,1.8266600000000002,196.767,531.836,770.756
1026,1.8299999999999998,196.552,531.952,772.511
1027,1.83333,196.513,532.061,774.286
1028,1.83666,196.35,532.278,776.079
1029,1.84,196.191,532.533,777.768
