Frame,Time,X,Y,Z
743,2.47333,154.179,492.8,1118.613
744,2.47666,153.982,492.174,1120.457
745,2.48,153.825,491.677,1122.215
746,2.48333,153.589,490.986,1124.09
747,2.48666,153.51,490.486,1126.016
748,2.49,153.331,489.909,1127.735
749,2.49333,153.185,489.23,1129.523
750,2.49666,153.036,488.652,1131.368
751,2.5,152.895,487.931,1133.189
752,2.50333,152.767,487.397,1134.902
753,2.50666,152.6,486.865,1136.76
754,2.51,152.405,486.184,1138.678
755,2.51333,152.344,485.61,1140.515
756,2.51666,152.1,484.888,1142.255
757,2.52,152.062,484.31,1144.108
758,2.52333,151.962,483.757,1145.898
759,2.52666,151.693,483.162,1147.652
760,2.53,151.659,482.508,1149.634
761,2.53333,151.407,481.792,1151.413
762,2.53666,151.294,481.299,1153.167
763,2.54,151.232,480.726,1155.045
764,2.54333,151.091,479.971,1156.873
765,2.54666,151.028,479.361,1158.749
766,2.55,150.873,478.547,1160.426
767,2.55333,150.826,477.94,1162.295
768,2.55666,150.686,477.255,1164.092
769,2.56,150.53,476.626,1165.82
770,2.56333,150.557,475.937,1167.841
771,2.56666,150.292,475.239,1169.59
772,2.57,150.249,474.655,1171.331
773,2.57333,150.22,473.927,1173.167
774,2.57666,150.015,473.218,1175.011
775,2.58,150.022,472.561,1176.847
776,2.58333,149.906,471.946,1178.611
777,2.58666,149.809,471.239,1180.487
778,2.59,149.659,470.467,1182.37
779,2.59333,149.628,469.697,1184.078
780,2.59666,149.593,469.117,1185.944
781,2.6,149.531,468.4,1187.796
782,2.60333,149.493,467.636,1189.497
783,2.60666,149.363,466.881,1191.413
784,2.61,149.243,466.119,1193.17
785,2.61333,149.172,465.539,1194.977
786,2.61666,148.996,464.682,1196.82
787,2.62,148.996,464.047,1198.549
788,2.62333,148.894,463.198,1200.366
789,2.62666,148.806,462.518,1202.222
790,2.63,148.816,461.763,1204
791,2.63333,148.737,460.974,1205.87
792,2.63666,148.768,460.237,1207.717
793,2.64,148.621,459.533,1209.476
794,2.64333,148.571,458.831,1211.28
795,2.64666,148.459,458.006,1213.016
796,2.65,148.619,457.393,1214.913
797,2.65333,148.484,456.687,1216.689
798,2.65666,148.313,455.768,1218.431
799,2.66,148.349,454.962,1220.124
800,2.66333,148.297,454.155,1222.05
801,2.66666,148.294,453.482,1223.923
802,2.67,148.263,452.758,1225.606
803,2.67333,148.282,451.927,1227.469
804,2.67666,148.2,451.223,1229.341
805,2.68,148.093,450.45,1231.002
806,2.68333,148.211,449.624,1232.847
807,2.68666,148.371,448.873,1234.702
808,2.69,148.036,447.901,1236.332
809,2.69333,148.132,447.285,1238.136
810,2.69666,147.93,446.462,1240.001
811,2.7,147.926,445.569,1241.857
812,2.70333,147.998,444.924,1243.604
813,2.70666,147.902,444.079,1245.321
814,2.71,147.947,443.218,1247.152
815,2.71333,147.994,442.377,1248.937
816,2.71666,148.066,441.635,1250.808
817,2.72,147.903,440.794,1252.417
818,2.72333,147.786,439.958,1254.183
819,2.72666,147.883,439.183,1255.996
820,2.73,147.749,438.436,1257.761
821,2.73333,147.736,437.606,1259.538
822,2.73666,147.645,436.627,1261.31
823,2.74,147.962,435.953,1263.164
824,2.74333,147.915,435.204,1264.901
825,2.74666,147.818,434.246,1266.633
826,2.75,147.87,433.482,1268.415
827,2.75333,147.684,432.672,1270.26
828,2.75666,147.875,431.863,1271.859
829,2.76,147.978,430.977,1273.648
830,2.76333,147.936,430.052,1275.5
831,2.76666,148.192,429.417,1277.237
832,2.77,147.775,428.477,1279.065
833,2.77333,147.872,427.793,1281.053
834,2.77666,147.833,426.927,1282.764
835,2.78,147.973,426.203,1284.521
836,2.78333,147.922,425.152,1286.345
837,2.78666,147.982,424.347,1288.123
838,2.79,148.154,423.692,1289.925
839,2.79333,147.844,422.765,1291.548
840,2.79666,147.912,421.898,1293.405
841,2.8,148.094,421.118,1295.378
842,2.80333,147.975,420.229,1297.033
843,2.80666,148.105,419.369,1298.727
844,2.81,148.372,418.519,1300.599
845,2.81333,148.15,417.732,1302.284
846,2.81666,148.286,416.979,1304.069
847,2.82,148.065,415.91,1305.653
848,2.82333,148.083,415.098,1307.414
849,2.82666,148.251,414.189,1309.162
850,2.83,148.217,413.406,1311.021
851,2.83333,148.228,412.624,1312.684
852,2.83666,148.282,411.822,1314.47
853,2.84,148.365,410.866,1316.133
854,2.84333,148.495,409.933,1317.858
855,2.84666,148.555,409.095,1319.591
856,2.85,148.423,408.21,1321.359
857,2.85333,148.328,407.242,1322.821
858,2.85666,148.602,406.638,1324.296
859,2.86,148.843,405.842,1325.924
860,2.86333,148.716,404.861,1327.385
861,2.86666,148.846,403.863,1328.849
862,2.87,148.943,403.142,1330.569
863,2.87333,148.754,402.267,1331.889
864,2.87666,148.913,401.44,1333.361
865,2.88,148.963,400.537,1334.615
866,2.88333,148.981,399.532,1336.087
867,2.88666,149.025,398.692,1337.466
868,2.89,148.86,397.896,1338.822
869,2.89333,149.042,397.161,1340.07
870,2.89666,149.147,396.152,1341.257
871,2.9,148.877,395.184,1342.691
872,2.90333,149.26,394.448,1343.686
873,2.90666,149.21,393.575,1344.804
874,2.91,149.128,392.577,1346.095
875,2.91333,149.324,391.901,1346.877
876,2.91666,149.43,390.965,1348.052
877,2.92,149.199,390.101,1349.232
878,2.92333,149.351,389.267,1349.939
879,2.92666,149.39,388.426,1350.844
880,2.93,149.415,387.414,1351.837
881,2.93333,149.481,386.632,1352.503
882,2.93666,149.38,385.816,1353.436
883,2.94,149.52,384.942,1353.999
884,2.94333,149.542,384.127,1354.723
885,2.94666,149.712,383.194,1355.524
886,2.95,149.573,382.413,1356.074
887,2.95333,149.596,381.627,1356.635
888,2.95666,149.699,380.674,1357.282
889,2.96,149.669,379.751,1357.812
890,2.96333,149.752,378.941,1358.084
891,2.96666,149.684,378.041,1358.669
892,2.97,149.882,377.293,1358.955
893,2.97333,149.743,376.408,1359.452
894,2.97666,149.85,375.572,1359.431
895,2.98,149.893,374.62,1359.835
896,2.98333,150.023,373.883,1359.876
897,2.98666,149.981,372.961,1360.267
898,2.99,149.994,372.164,1360.067
899,2.99333,150.129,371.314,1360.153
900,2.99666,150.296,370.422,1360.046
901,3,150.191,369.635,1360.149
902,3.00333,150.308,368.691,1360.196
903,3.00666,150.344,367.863,1359.932
904,3.01,150.318,366.955,1359.794
905,3.01333,150.249,366.151,1359.579
906,3.01666,150.256,365.303,1359.416
907,3.02,150.545,364.499,1358.963
908,3.02333,150.492,363.609,1358.683
909,3.02666,150.531,362.717,1358.082
910,3.03,150.607,361.879,1357.623
911,3.03333,150.61,361.117,1357.124
912,3.03666,150.661,360.249,1356.527
913,3.04,150.645,359.451,1356.098
914,3.04333,150.932,358.547,1355.326
915,3.04666,150.734,357.766,1354.772
916,3.05,150.867,356.903,1353.756
917,3.05333,150.908,356.089,1352.946
918,3.05666,150.872,355.257,1352.155
919,3.06,150.996,354.326,1351.183
920,3.06333,150.908,353.642,1350.504
921,3.06666,151.192,352.775,1349.396
922,3.07,151.122,351.911,1348.172
923,3.07333,151.137,351.123,1347.173
924,3.07666,151.182,350.377,1345.976
925,3.08,151.247,349.465,1344.878
926,3.08333,151.294,348.817,1343.398
927,3.08666,151.364,347.965,1342.159
928,3.09,151.43,347.151,1340.885
929,3.09333,151.601,346.315,1339.472
930,3.09666,151.526,345.532,1338.068
931,3.1,151.595,344.705,1336.442
932,3.10333,151.587,344.028,1334.86
933,3.10666,151.651,343.039,1333.287
934,3.11,151.74,342.305,1331.698
935,3.11333,151.749,341.576,1330.054
936,3.11666,151.724,340.703,1328.348
937,3.12,151.84,339.924,1326.514
938,3.12333,151.858,339.104,1324.8
939,3.12666,151.976,338.347,1322.746
940,3.13,151.961,337.497,1320.817
941,3.13333,151.985,336.617,1318.843
942,3.13666,152.032,335.951,1316.739
943,3.14,152.138,335.114,1314.634
944,3.14333,152.175,334.385,1312.469
945,3.14666,152.277,333.6,1310.397
946,3.15,152.52,332.854,1308.163
947,3.15333,152.486,332.073,1305.816
948,3.15666,152.517,331.24,1303.423
949,3.16,152.521,330.485,1301.053
950,3.16333,152.58,329.765,1298.52
951,3.16666,152.657,328.926,1295.985
952,3.17,152.722,328.235,1293.45
953,3.17333,152.796,327.512,1290.878
954,3.17666,152.96,326.709,1288.342
955,3.18,152.888,325.918,1285.583
956,3.18333,153.05,325.145,1282.785
957,3.18666,153.121,324.396,1280.014
958,3.19,153.148,323.696,1277.267
959,3.19333,153.398,322.936,1274.478
960,3.19666,153.383,322.037,1271.436
961,3.2,153.349,321.46,1268.577
962,3.20333,153.499,320.692,1265.496
963,3.20666,153.588,319.901,1262.561
964,3.21,153.642,319.169,1259.399
965,3.21333,153.768,318.373,1256.317
966,3.21666,153.786,317.742,1253.241
967,3.22,153.935,316.904,1249.98
968,3.22333,154.072,316.221,1246.754
969,3.22666,154.025,315.486,1243.536
970,3.23,154.017,314.858,1240.307
971,3.23333,154.223,314.01,1236.772
972,3.23666,154.388,313.26,1233.561
973,3.24,154.365,312.563,1230.113
974,3.24333,154.412,311.916,1226.659
975,3.24666,154.603,311.101,1223.186
976,3.25,154.646,310.384,1219.722
977,3.25333,154.766,309.684,1216.18
978,3.25666,154.827,309.007,1212.614
979,3.26,154.945,308.286,1208.996
980,3.26333,154.951,307.548,1205.409
981,3.26666,155.07,306.877,1201.783
982,3.27,155.236,306.146,1198.075
983,3.27333,155.232,305.504,1194.332
984,3.27666,155.358,304.759,1190.735
985,3.28,155.497,304.076,1186.907
986,3.28333,155.625,303.328,1183.257
987,3.28666,155.72,302.793,1179.224
988,3.29,155.891,302.071,1175.471
989,3.29333,155.879,301.286,1171.7
990,3.29666,156.05,300.639,1167.82
991,3.3,156.132,300.042,1164.056
992,3.30333,156.164,299.357,1160.01
993,3.30666,156.354,298.58,1156.078
994,3.31,156.48,297.849,1152.221
995,3.31333,156.457,297.24,1148.212
996,3.31666,156.634,296.69,1144.388
997,3.32,156.808,295.83,1140.402
998,3.32333,156.807,295.179,1136.414
999,3.32666,157.105,294.523,1132.365
1000,3.33,157.098,293.977,1128.343
1001,3.33333,157.287,293.269,1124.43
1002,3.33666,157.423,292.593,1120.328
1003,3.34,157.441,291.824,1116.336
1004,3.34333,157.606,291.382,1112.228
1005,3.34666,157.778,290.701,1108.208
1006,3.35,157.898,290.029,1104.055
1007,3.35333,158.036,289.425,1099.995
1008,3.35666,158.11,288.743,1095.927
1009,3.36,158.306,288.214,1091.711
1010,3.36333,158.442,287.603,1087.509
1011,3.36666,158.546,286.914,1083.339
1012,3.37,158.818,286.325,1079.27
1013,3.37333,158.807,285.657,1075.023
1014,3.37666,159.047,284.975,1070.736
1015,3.38,159.121,284.583,1066.662
1016,3.38333,159.346,283.872,1062.427
1017,3.38666,159.372,283.299,1058.288
1018,3.39,159.604,282.658,1054.008
1019,3.39333,159.805,282.154,1049.771
1020,3.39666,159.882,281.532,1045.595
1021,3.4,160.129,281.13,1041.481
1022,3.40333,160.258,280.36,1037.168
1023,3.40666,160.435,279.874,1033.066
1024,3.41,160.508,279.284,1028.825
1025,3.41333,160.707,278.7,1024.592
1026,3.41666,160.883,278.335,1020.51
1027,3.42,161.166,277.565,1016.138
1028,3.42333,161.233,277.124,1011.84
1029,3.42666,161.478,276.556,1007.661
1030,3.43,161.657,275.996,1003.355
1031,3.43333,161.887,275.483,999.241
1032,3.43666,162.104,274.956,994.83
1033,3.44,162.233,274.508,990.578
1034,3.44333,162.432,273.881,986.339
1035,3.44666,162.606,273.386,982.022
1036,3.45,162.961,272.885,977.861
1037,3.45333,163.109,272.487,973.621
1038,3.45666,163.433,272.037,969.258
1039,3.46,163.593,271.424,965.072
1040,3.46333,163.81,271.043,960.768
1041,3.46666,164.023,270.527,956.437
1042,3.47,164.212,270.094,952.18
1043,3.47333,164.397,269.381,947.802
1044,3.47666,164.713,269.193,943.619
1045,3.48,164.916,268.695,939.175
1046,3.48333,165.221,268.229,934.964
1047,3.48666,165.394,267.785,930.712
1048,3.49,165.641,267.365,926.347
1049,3.49333,165.885,267.04,922.111
1050,3.49666,166.208,266.503,917.78
1051,3.5,166.437,266.118,913.591
1052,3.50333,166.671,265.886,909.187
1053,3.50666,167,265.437,904.813
1054,3.51,167.257,265.118,900.609
1055,3.51333,167.427,264.595,896.224
1056,3.51666,167.711,264.397,891.834
1057,3.52,167.928,264.073,887.588
1058,3.52333,168.127,263.641,883.023
1059,3.52666,168.342,263.368,878.825
1060,3.53,168.623,262.937,874.435
1061,3.53333,168.844,262.646,870.079
1062,3.53666,169.095,262.447,865.814
1063,3.54,169.426,262.036,861.405
1064,3.54333,169.637,261.796,856.974
1065,3.54666,169.941,261.51,852.633
1066,3.55,170.147,261.195,848.219
1067,3.55333,170.418,260.969,843.8
1068,3.55666,170.583,260.661,839.39
1069,3.56,170.909,260.384,835.005
1070,3.56333,171.164,260.173,830.595
1071,3.56666,171.503,259.945,826.201
1072,3.57,171.751,259.679,821.707
1073,3.57333,172.053,259.528,817.354
1074,3.57666,172.278,259.325,812.852
1075,3.58,172.567,259.041,808.376
1076,3.58333,172.781,258.95,803.993
1077,3.58666,173.027,258.747,799.433
1078,3.59,173.444,258.651,794.887
1079,3.59333,173.553,258.533,790.421
1080,3.59666,173.916,258.428,785.912
1081,3.6,174.193,258.219,781.486
1082,3.60333,174.33,258.141,776.932
1083,3.60666,174.694,258.127,772.488
1084,3.61,175.002,257.965,767.943
1085,3.61333,175.284,257.889,763.364
1086,3.61666,175.499,257.911,758.868
1087,3.62,175.812,257.701,754.27
1088,3.62333,176.108,257.648,749.793
1089,3.62666,176.348,257.728,745.189
1090,3.63,176.761,257.681,740.629
1091,3.63333,176.988,257.696,736.1
1092,3.63666,177.264,257.657,731.514
1093,3.64,177.573,257.77,727.031
1094,3.64333,177.777,257.742,722.267
1095,3.64666,178.203,257.832,717.737
1096,3.65,178.427,257.877,713.2
1097,3.65333,178.645,257.938,708.495
1098,3.65666,179.084,258.029,703.921
1099,3.66,179.463,258.201,699.333
1100,3.66333,179.664,258.287,694.764
1101,3.66666,180.011,258.351,690.099
1102,3.67,180.197,258.484,685.378
1103,3.67333,180.571,258.618,680.732
1104,3.67666,180.985,258.813,676.113
1105,3.68,181.088,258.957,671.486
1106,3.68333,181.52,259.098,666.822
1107,3.68666,181.876,259.359,662.072
1108,3.69,182.083,259.537,657.541
1109,3.69333,182.48,259.795,652.791
1110,3.69666,182.759,259.979,648.125
1111,3.7,183.108,260.133,643.491
1112,3.70333,183.417,260.383,638.717
1113,3.70666,183.839,260.735,634.178
1114,3.71,184.064,260.918,629.421
1115,3.71333,184.39,261.261,624.807
1116,3.71666,184.786,261.469,619.957
1117,3.72,185.132,261.757,615.355
1118,3.72333,185.43,262.144,610.699
1119,3.72666,185.804,262.638,605.941
1120,3.73,186.089,262.857,601.251
1121,3.73333,186.444,263.228,596.58
1122,3.73666,186.825,263.43,591.773
1123,3.74,187.185,263.991,587.123
1124,3.74333,187.51,264.297,582.376
1125,3.74666,187.735,264.797,577.709
1126,3.75,188.285,265.126,573.007
1127,3.75333,188.545,265.506,568.247
1128,3.75666,188.899,265.98,563.511
1129,3.76,189.231,266.37,558.829
1130,3.76333,189.595,266.949,554.097
1131,3.76666,189.968,267.325,549.439
1132,3.77,190.172,267.898,544.645
1133,3.77333,190.669,268.397,539.909
1134,3.77666,190.995,269.019,535.212
1135,3.78,191.389,269.312,530.424
1136,3.78333,191.684,269.904,525.82
1137,3.78666,192.057,270.424,520.94
1138,3.79,192.486,271.094,516.287
1139,3.79333,192.719,271.603,511.6
1140,3.79666,193.081,272.08,506.85
1141,3.8,193.447,272.87,502.162
1142,3.80333,193.85,273.375,497.407
1143,3.80666,194.054,274.073,492.622
1144,3.81,194.585,274.532,487.929
1145,3.81333,194.932,275.145,483.242
1146,3.81666,195.305,275.799,478.49
1147,3.82,195.558,276.528,473.752
1148,3.82333,196.02,277.132,469.091
1149,3.82666,196.342,277.867,464.325
1150,3.83,196.744,278.5,459.645
1151,3.83333,196.972,279.242,454.885
1152,3.83666,197.411,279.853,450.156
1153,3.84,197.837,280.697,445.568
1154,3.84333,198.174,281.41,440.705
1155,3.84666,198.434,282.129,436.031
1156,3.85,198.849,282.84,431.416
1157,3.85333,199.101,283.565,426.666
1158,3.85666,199.634,284.323,421.951
1159,3.86,199.833,285.095,417.285
1160,3.86333,200.329,285.853,412.44
1161,3.86666,200.625,286.691,407.839
1162,3.87,201.135,287.488,403.182
1163,3.87333,201.348,288.299,398.452
1164,3.87666,201.715,289.126,393.698
1165,3.88,202.093,289.961,389.167
1166,3.88333,202.486,290.783,384.395
1167,3.88666,202.831,291.646,379.735
1168,3.89,203.129,292.637,375.046
1169,3.89333,203.591,293.399,370.453
1170,3.89666,203.896,294.37,365.614
1171,3.9,204.299,295.272,361.061
1172,3.90333,204.572,296.133,356.33
1173,3.90666,205.004,296.985,351.722
1174,3.91,205.303,298.016,347.006
1175,3.91333,205.655,298.925,342.325
1176,3.91666,206.024,299.868,337.664
1177,3.92,206.313,300.791,333.098
1178,3.92333,206.725,301.758,328.391
1179,3.92666,206.95,302.721,323.706
1180,3.93,207.414,303.712,319.076
1181,3.93333,207.72,304.677,314.529
1182,3.93666,208.045,305.655,309.819
1183,3.94,208.396,306.718,305.153
1184,3.94333,208.78,307.857,300.569
1185,3.94666,209.154,308.71,295.913
1186,3.95,209.32,309.784,291.253
1187,3.95333,209.726,310.86,286.616
1188,3.95666,210.076,311.933,282.082
1189,3.96,210.343,312.988,277.372
1190,3.96333,210.721,313.982,272.723
1191,3.96666,210.986,315.047,268.167
1192,3.97,211.451,316.073,263.523
1193,3.97333,211.673,317.293,258.907
1194,3.97666,211.981,318.307,254.238
1195,3.98,212.4,319.289,249.624
1196,3.98333,212.614,320.432,245.047
1197,3.98666,213.03,321.544,240.408
1198,3.99,213.312,322.704,235.808
1199,3.99333,213.614,323.806,231.241
