Frame,Time,X,Y,Z,vx,vy,vz,ax,ay,az
245,0.81333,242.415,329.603,283.801,-72.97297297,210.8108108,384.6846847,-6767.570289,23636.68086,13680.13101
246,0.81666,242.172,330.305,285.082,-95.50898204,289.5209581,430.239521,813.2303123,-22576.89939,-20292.53248
247,0.82,241.853,331.272,286.519,-92.79279279,214.1141141,362.4624625,8116.224332,23086.14921,16232.44866
248,0.82333,241.544,331.985,287.726,-65.76576577,290.990991,416.5165165,-8841.986508,-9882.029626,-5589.286757
249,0.82666,241.325,332.954,289.113,-95.20958084,258.0838323,397.9041916,9265.064843,-10197.5474,-2339.551355
250,0.83,241.007,333.816,290.442,-64.26426426,224.024024,390.0900901,-6673.340007,7214.421629,14609.2038
251,0.83333,240.793,334.562,291.741,-86.48648649,248.048048,438.7387387,2954.888859,6879.890626,-17657.24294
252,0.83666,240.505,335.388,293.202,-76.64670659,270.9580838,379.9401198,-338.6440691,-1464.675978,5916.041898
253,0.84,240.249,336.293,294.471,-77.77777778,266.0660661,399.6996997,-4418.833248,-1713.425137,7935.863792
254,0.84333,239.99,337.179,295.802,-92.49249249,260.3603604,426.1261261,7186.071544,-5269.065797,-10812.72242
255,0.84666,239.682,338.046,297.221,-68.56287425,242.8143713,390.1197605,-241.4656042,7590.957159,11229.90034
256,0.85,239.453,338.857,298.524,-69.36936937,268.1681682,427.6276276,4599.193788,-2885.768652,-13527.04055
257,0.85333,239.222,339.75,299.948,-54.05405405,258.5585586,382.5825826,-13258.11975,-3918.791749,11703.99509
258,0.85666,239.042,340.611,301.222,-98.20359281,245.508982,421.5568862,10521.11669,-768.2751775,19.38185451
259,0.86,238.714,341.431,302.63,-63.06306306,242.9429429,421.6216216,-7665.322981,7845.683521,-9739.469199
260,0.86333,238.504,342.24,304.034,-88.58858859,269.0690691,389.1891892,-2527.747578,1106.733318,4595.143776
261,0.86666,238.209,343.136,305.33,-97.00598802,272.754491,404.491018,17175.55341,-17826.72988,-625.3340005
262,0.87,237.885,344.047,306.681,-39.63963964,213.2132132,402.4024024,-20741.46218,17675.33299,5140.275411
263,0.87333,237.753,344.757,308.021,-108.7087087,272.0720721,419.5195195,13224.63965,-5459.416367,-3254.319756
264,0.87666,237.391,345.663,309.418,-64.67065868,253.8922156,408.6826347,-327.8763722,7421.096739,1626.191432
265,0.88,237.175,346.511,310.783,-65.76576577,278.6786787,414.1141141,-8837.666495,-13166.31947,-7214.421629
266,0.88333,236.956,347.439,312.162,-95.1951952,234.8348348,390.0900901,5480.20643,5093.565271,-3317.769947
267,0.88666,236.639,348.221,313.461,-76.94610778,251.7964072,379.0419162,1189.561321,11015.62317,28572.62225
268,0.89,236.382,349.062,314.727,-72.97297297,288.5885886,474.4744745,3877.751625,-16863.71056,-24078.13219
269,0.89333,236.139,350.023,316.307,-60.06006006,232.4324324,394.2942943,-4171.782507,16064.77816,-4130.742384
270,0.89666,235.939,350.797,317.62,-73.95209581,285.9281437,380.5389222,5148.305105,-9453.230347,22370.15961
271,0.9,235.692,351.752,318.891,-56.75675676,254.3543544,455.2552553,-14158.30245,-3877.751625,-20290.56083
272,0.90333,235.503,352.599,320.407,-103.9039039,241.4414414,387.6876877,8544.985618,6346.369026,3877.211624
273,0.90666,235.157,353.403,321.698,-75.4491018,262.5748503,400.5988024,7394.715882,8957.377902,17892.68203
274,0.91,234.905,354.28,323.036,-50.75075075,292.4924925,460.3603604,-11092.17325,-12264.51677,-31653.2749
275,0.91333,234.736,355.254,324.569,-87.68768769,251.6516517,354.954955,14374.57309,582.9317476,26024.56802
276,0.91666,234.444,356.092,325.751,-39.82035928,253.5928144,441.6167665,-19186.69001,11826.43076,-1491.056835
277,0.92,234.311,356.939,327.226,-103.9039039,293.0930931,436.6366366,15240.46569,-17675.33299,-14248.48272
278,0.92333,233.965,357.915,328.68,-53.15315315,234.2342342,389.1891892,-8853.326542,18580.6457,15923.83774
279,0.92666,233.788,358.695,329.976,-82.63473054,296.1077844,442.2155689,1274.356934,-12950.57832,-14077.95619
280,0.93,233.512,359.684,331.453,-78.37837838,252.8528529,395.1951952,5230.455681,-541.0816222,5591.176762
281,0.93333,233.251,360.526,332.769,-60.96096096,251.0510511,413.8138138,-6148.998435,8495.57547,16261.33875
282,0.93666,233.048,361.362,334.147,-81.43712575,279.3413174,467.9640719,2444.267208,-10987.62716,-27900.98715
283,0.94,232.776,362.295,335.71,-73.27327327,242.6426426,374.7747748,2795.588381,9919.82974,22545.06759
284,0.94333,232.532,363.103,336.958,-63.96396396,275.6756757,449.8498498,-7494.95247,111.7803351,-8316.564933
285,0.94666,232.319,364.021,338.456,-88.92215569,276.0479042,422.1556886,279.6909283,-2898.66402,-2677.387847
286,0.95,232.022,364.943,339.866,-87.98798799,266.3663664,413.2132132,8206.404603,-1082.163244,5591.176762
287,0.95333,231.729,365.83,341.242,-60.66066066,262.7627628,431.8318318,-4890.524662,3539.980613,-1916.735746
288,0.95666,231.527,366.705,342.68,-76.94610778,274.5508982,425.4491018,-698.5543398,1595.503496,3259.65106
289,0.96,231.27,367.622,344.101,-79.27927928,279.8798799,436.3363363,2164.326489,-11723.43515,811.6224333
290,0.96333,231.006,368.554,345.554,-72.07207207,240.8408408,439.039039,-3171.96951,11831.43547,-6598.549782
291,0.96666,230.766,369.356,347.016,-82.63473054,280.239521,417.0658683,195.4336997,-377.4077782,2173.190437
292,0.97,230.49,370.292,348.409,-81.98198198,278.978979,424.3243243,2885.768652,5771.537303,7394.78217
293,0.97333,230.217,371.221,349.822,-72.37237237,298.1981982,448.9489489,424.7112733,-24004.42197,-6877.190618
294,0.97666,229.976,372.214,351.317,-70.95808383,218.2634731,426.0479042,1554.586247,12513.94821,5867.587262
295,0.98,229.739,372.943,352.74,-65.76576577,260.0600601,445.6456456,-6763.520277,16052.08812,-1172.343515
296,0.98333,229.52,373.809,354.224,-88.28828829,313.5135135,441.7417417,15903.58768,-20241.96069,-6690.890059
297,0.98666,229.226,374.853,355.695,-35.32934132,246.1077844,419.4610778,-26555.29422,8313.200432,7480.04988
298,0.99,229.108,375.675,357.096,-124.024024,273.8738739,444.4444444,24258.49273,5140.275411,721.4421629
299,0.99333,228.695,376.587,358.576,-43.24324324,290.990991,446.8468468,-12009.096,-6375.529114,587.2517606
300,0.99666,228.551,377.556,360.064,-83.23353293,269.760479,448.8023952,4870.229331,-2724.496521,-4271.814573
301,1,228.273,378.457,361.563,-66.96696697,260.6606607,434.5345345,-450.9013518,2705.408111,-901.8027036
302,1.00333,228.05,379.325,363.01,-68.46846847,269.6696697,431.5315315,960.6628801,2275.026821,8692.946061
303,1.00666,227.822,380.223,364.447,-65.26946108,277.245509,460.4790419,-10847.91629,11488.05588,-5609.970112
304,1.01,227.604,381.149,365.985,-101.5015015,315.6156156,441.7417417,14068.12218,-20200.38056,-1623.244866
305,1.01333,227.266,382.2,367.456,-54.65465465,248.3483483,436.3363363,-8402.42519,1574.914722,-482.2214457
306,1.01666,227.084,383.027,368.909,-82.63473054,253.5928144,434.7305389,195.4336997,20008.26528,21789.51155
307,1.02,226.808,383.874,370.361,-81.98198198,320.4204204,507.5075075,9018.027036,-25430.83624,-33096.15922
308,1.02333,226.535,384.941,372.051,-51.95195195,235.7357357,397.2972973,-7146.111424,19118.75732,16905.56068
309,1.02666,226.362,385.726,373.374,-75.74850299,299.4011976,453.5928144,741.0867427,-8362.193453,7151.096738
310,1.03,226.109,386.726,374.889,-73.27327327,271.4714715,477.4774775,-7484.96244,-5140.275411,-14699.38407
311,1.03333,225.865,387.63,376.479,-98.1981982,254.3543544,428.5285285,14743.6642,17573.54269,13370.98009
312,1.03666,225.538,388.477,377.906,-49.10179641,312.8742515,473.0538922,-12721.49556,-9429.003029,-14230.04991
313,1.04,225.374,389.522,379.486,-91.59159159,281.3813814,425.5255255,12264.51677,-5771.537303,10190.37055
314,1.04333,225.069,390.459,380.903,-50.75075075,262.1621622,459.4594595,-5169.165497,2551.507649,3453.040352
315,1.04666,224.9,391.332,382.433,-67.96407186,270.6586826,470.9580838,-10940.2493,423.1704902,-13153.01102
316,1.05,224.673,392.236,384.006,-104.5045045,272.0720721,427.027027,23086.14921,11543.07461,14879.74461
317,1.05333,224.325,393.142,385.428,-27.62762763,310.5105105,476.5765766,-28566.62564,-15294.19585,-4114.812336
318,1.05666,224.233,394.176,387.015,-122.754491,259.5808383,462.8742515,21198.36499,7336.301126,-6506.919268
319,1.06,223.823,395.043,388.561,-51.95195195,284.0840841,441.1411411,-10551.09163,-2525.04757,10821.63244
320,1.06333,223.65,395.989,390.03,-87.08708709,275.6756757,477.1771772,5472.916408,-9238.887698,-14904.58468
321,1.06666,223.36,396.907,391.619,-68.86227545,244.9101796,427.5449102,4163.868411,16943.50954,25109.73091
322,1.07,223.13,397.725,393.047,-54.95495495,301.5015015,511.4114114,-8567.125684,-9829.649469,-26422.81922
323,1.07333,222.947,398.729,394.75,-83.48348348,268.7687688,423.4234234,1513.624538,10367.76108,9239.697701
324,1.07666,222.669,399.624,396.16,-78.44311377,303.2934132,454.1916168,109.2921241,-14562.50255,8500.289167
325,1.08,222.407,400.637,397.677,-78.07807808,254.6546547,482.5825826,-2885.768652,6402.799196,-2705.408111
326,1.08333,222.147,401.485,399.284,-87.68768769,275.975976,473.5735736,13655.29094,-1327.053979,-4471.753406
327,1.08666,221.855,402.404,400.861,-42.21556886,271.5568862,458.6826347,-8399.6112,1952.45265,-936.25125
328,1.09,221.714,403.311,402.393,-70.27027027,278.0780781,455.5555556,3156.309463,-2705.408111,3066.129192
329,1.09333,221.48,404.237,403.91,-59.75975976,269.0690691,465.7657658,3829.961482,7760.093265,8572.2557
330,1.09666,221.281,405.133,405.461,-47.00598802,294.9101796,494.3113772,-17754.58631,-2791.794627,-12862.2832
331,1.1,221.124,406.118,407.112,-106.3063063,285.5855856,451.3513514,17404.79218,-15060.10515,-1082.163244
332,1.10333,220.77,407.069,408.615,-48.34834835,235.4354354,447.7477477,-12454.05734,13994.14195,13983.07192
333,1.10666,220.609,407.853,410.106,-89.82035928,282.0359281,494.3113772,14574.61621,-3792.382867,-7557.577298
334,1.11,220.309,408.795,411.757,-41.14114114,269.3693694,469.0690691,-5771.537303,5140.275411,-3607.210814
335,1.11333,220.172,409.692,413.319,-60.36036036,286.4864865,457.0570571,-934.7428024,-12305.55689,-51.3001538
336,1.11666,219.971,410.646,414.841,-63.47305389,245.508982,456.8862275,-5721.415776,12628.35499,12908.31511
337,1.12,219.759,411.466,416.367,-82.58258258,287.6876877,500,1623.244866,-10190.37055,-17675.33299
338,1.12333,219.484,412.424,418.032,-77.17717718,253.7537538,441.1411411,5374.096112,9482.158428,4368.613097
339,1.12666,219.227,413.269,419.501,-59.28143713,285.3293413,455.6886228,-1491.864413,-4418.793637,12277.86645
340,1.13,219.029,414.222,421.023,-64.26426426,270.5705706,496.6966967,5591.176762,-7214.421629,-6583.159736
341,1.13333,218.815,415.123,422.677,-45.64564565,246.5465465,474.7747748,-3645.280929,3284.829848,-8249.064731
342,1.13666,218.663,415.944,424.258,-57.78443114,257.4850299,447.3053892,577.4177491,2838.903301,6695.89235
343,1.14,218.47,416.804,425.752,-55.85585586,266.966967,469.6696697,-14609.2038,4238.472707,11993.97596
344,1.14333,218.284,417.693,427.316,-104.5045045,281.0810811,509.6096096,17896.19365,-17515.49251,-24284.4128
345,1.14666,217.936,418.629,429.013,-44.91017964,222.754491,428.742515,-6244.187463,15215.29418,14591.30614
346,1.15,217.786,419.373,430.445,-65.76576577,273.5735736,477.4774775,180.3605407,-4509.013518,4959.91487
347,1.15333,217.567,420.284,432.035,-65.16516517,258.5585586,493.993994,-1379.974137,-52.65015784,-12671.94799
348,1.15666,217.35,421.145,433.68,-69.76047904,258.3832335,451.7964072,6680.548382,-8938.534432,3373.250263
349,1.16,217.117,422.008,435.189,-47.44744745,228.5285285,463.0630631,-10100.19028,13977.94191,6132.258385
350,1.16333,216.959,422.769,436.731,-81.08108108,275.0750751,483.4834835,8974.016904,-14902.69468,-4031.112085
351,1.16666,216.689,423.685,438.341,-51.19760479,225.4491018,470.0598802,-1394.685948,21151.7947,7525.5434
352,1.17,216.518,424.438,439.911,-55.85585586,296.0960961,495.1951952,-9108.207306,-13436.86028,-14789.56434
353,1.17333,216.332,425.424,441.56,-86.18618619,251.3513514,445.9459459,15721.87713,-6969.260894,15692.98705
354,1.17666,216.045,426.261,443.045,-33.83233533,228.1437126,498.2035928,-20889.60128,18007.358,-12678.96316
355,1.18,215.932,427.023,444.709,-103.6036036,288.2882883,455.8558559,22184.34651,-15060.10515,9468.928388
356,1.18333,215.587,427.983,446.227,-29.72972973,238.1381381,487.3873874,-18674.60599,3472.21041,-7451.212339
357,1.18666,215.488,428.776,447.85,-91.91616766,249.7005988,462.5748503,17449.86049,1573.160525,7608.723859
358,1.19,215.181,429.61,449.395,-33.63363363,254.954955,487.987988,-180.3605407,1082.163244,-541.0816222
359,1.19333,215.069,430.459,451.02,-34.23423423,258.5585586,486.1861862,-7611.59282,-11561.16466,-18419.18522
360,1.19666,214.955,431.32,452.639,-59.58083832,220.0598802,424.8502994,1924.456638,12695.3839,35177.25837
361,1.2,214.756,432.055,454.058,-53.15315315,262.4624625,542.3423423,-8657.305955,811.6224333,-29308.58787
362,1.20333,214.579,432.929,455.864,-81.98198198,265.1651652,444.7447447,19584.23871,-12106.5663,7062.681174
363,1.20666,214.306,433.812,457.345,-16.76646707,224.8502994,468.2634731,-21233.89839,9193.190465,7523.928245
364,1.21,214.25,434.563,458.909,-87.68768769,255.5555556,493.3933934,17675.33299,-3787.571355,-5140.275411
365,1.21333,213.958,435.414,460.552,-28.82882883,242.9429429,476.2762763,-3750.311243,5895.467675,-2136.516405
366,1.21666,213.862,436.223,462.138,-41.31736527,262.5748503,469.1616766,-5251.944188,-6327.367922,4018.23531
367,1.22,213.724,437.1,463.705,-58.85885886,241.4414414,482.5825826,2254.506759,-9649.288929,6763.520277
368,1.22333,213.528,437.904,465.312,-51.35135135,209.3093093,505.1051051,-4179.61253,20850.81251,-26168.47845
369,1.22666,213.357,438.601,466.994,-65.26946108,278.742515,417.9640719,18013.28023,-11527.62716,29416.80969
370,1.23,213.139,439.532,468.39,-5.105105105,240.2402402,516.2162162,-13346.68001,6763.520277,-6222.438655
371,1.23333,213.122,440.332,470.109,-49.54954955,262.7627628,495.4954955,763.83229,-10396.11117,-13392.58015
372,1.23666,212.957,441.207,471.759,-47.00598802,228.1437126,450.8982036,-581.7248278,3891.445679,10025.80263
373,1.24,212.8,441.969,473.265,-48.94894895,241.1411411,484.3843844,-7575.14271,-11452.89434,3066.129192
374,1.24333,212.637,442.772,474.878,-74.17417417,203.003003,494.5945946,9597.178772,16181.14851,-1883.255646
375,1.24666,212.39,443.448,476.525,-42.21556886,256.8862275,488.3233533,-2825.174488,-11547.27821,-10530.00004
376,1.25,212.249,444.306,478.156,-51.65165165,218.3183183,453.1531532,8747.486225,-1442.884326,13617.22082
377,1.25333,212.077,445.033,479.665,-22.52252252,213.5135135,498.4984985,-13646.11091,20307.57088,-4763.894282
378,1.25666,212.002,445.744,481.325,-67.96407186,281.1377246,482.6347305,8660.189466,-18628.38492,-4331.306099
379,1.26,211.775,446.683,482.937,-39.03903904,218.9189189,468.1681682,-8386.765144,-1983.965948,13436.86028
380,1.26333,211.645,447.412,484.496,-66.96696697,212.3123123,512.9129129,8781.506327,4574.353714,-20511.15149
381,1.26666,211.422,448.119,486.204,-37.7245509,227.5449102,444.6107784,-2101.854445,654.1375898,14515.66307
382,1.27,211.296,448.879,487.689,-44.74474474,229.7297297,493.0930931,8567.125684,3066.129192,1893.785678
383,1.27333,211.147,449.644,489.331,-16.21621622,239.9399399,499.3993994,-7358.062059,-5340.616011,-7102.371293
384,1.27666,211.093,450.443,490.994,-40.71856287,222.1556886,475.748503,-36.61016964,3526.420752,1147.028918
385,1.28,210.957,451.185,492.583,-40.84084084,233.9339339,479.5795796,5410.816222,-4058.112166,2344.687029
386,1.28333,210.821,451.964,494.18,-22.82282282,220.4204204,487.3873874,-18411.0852,4387.243153,1180.173538
387,1.28666,210.745,452.698,495.803,-84.13173653,235.0299401,491.3173653,15838.47464,-9229.26225,-2974.845475
388,1.29,210.464,453.483,497.444,-31.23123123,204.2042042,481.3813814,6853.700547,15511.0065,-450.9013518
389,1.29333,210.36,454.163,499.047,-8.408408408,255.8558559,479.8798799,-13389.07014,-10659.63196,-2859.038571
390,1.29666,210.332,455.015,500.645,-52.99401198,220.3592814,470.3592814,13528.80364,1456.869398,9144.197444
391,1.3,210.155,455.751,502.216,-7.807807808,225.2252252,500.9009009,-18486.95542,-3336.670003,-4959.91487
392,1.30333,210.129,456.501,503.884,-69.36936937,214.1141141,484.3843844,17145.3214,-3609.10082,-2503.447505
393,1.30666,209.898,457.214,505.497,-12.2754491,202.0958084,476.0479042,-9901.16654,6025.872407,5642.811588
394,1.31,209.857,457.889,507.087,-45.34534535,222.2222222,494.8948949,6763.520277,-1442.884326,1082.163244
395,1.31333,209.706,458.629,508.735,-22.82282282,217.4174174,498.4984985,-1777.68533,-5680.007029,-8000.663986
396,1.31666,209.63,459.353,510.395,-28.74251497,198.502994,471.8562874,-295.5732813,15373.31013,4110.568312
397,1.32,209.534,460.016,511.971,-29.72972973,249.8498498,485.5855856,3246.489733,-18577.13569,-721.4421629
398,1.32333,209.435,460.848,513.588,-18.91891892,187.987988,483.1831832,-12120.87634,10710.12211,-254.6107633
399,1.32666,209.372,461.474,515.197,-59.28143713,223.6526946,482.3353293,8937.726855,-5013.708893,5468.64409
400,1.33,209.174,462.221,516.808,-29.42942943,206.9069069,500.6006006,6222.438655,1713.425137,-9559.108658
401,1.33333,209.076,462.91,518.475,-8.708708709,212.6126126,468.7687688,-9702.479088,438.2113138,10907.2227
402,1.33666,209.047,463.618,520.036,-41.01796407,214.0718563,505.0898204,6796.301124,821.8444699,-10335.10473
403,1.34,208.91,464.333,521.723,-18.31831832,216.8168168,470.5705706,-9378.748117,-3426.850274,9288.567847
404,1.34333,208.849,465.055,523.29,-49.54954955,205.4054054,501.5015015,8586.025741,-3241.629718,-4317.042943
405,1.34666,208.684,465.739,524.96,-20.95808383,194.6107784,487.1257485,-8200.677999,11683.48958,-1989.601204
406,1.35,208.614,466.389,526.587,-48.34834835,233.6336336,480.4804805,12715.41812,-14969.92488,5771.537303
407,1.35333,208.453,467.167,528.187,-6.006006006,183.7837838,499.6996997,-4669.934,6488.119451,-9710.039111
408,1.35666,208.433,467.779,529.851,-21.55688623,205.3892216,467.3652695,-5953.459645,4410.448672,14536.12169
409,1.36,208.361,468.465,531.412,-41.44144144,220.1201201,515.9159159,9018.027036,-8927.846766,-14609.2038
410,1.36333,208.223,469.198,533.13,-11.41141141,190.3903904,467.2672673,-2417.317247,2436.217304,8391.085156
411,1.36666,208.185,469.832,534.686,-19.46107784,198.502994,495.2095808,-7569.96015,3774.885359,-2521.794626
412,1.37,208.12,470.495,536.34,-44.74474474,211.1111111,486.7867868,8927.846766,-14609.2038,2344.687029
413,1.37333,207.971,471.198,537.961,-15.01501502,162.4624625,494.5945946,-795.6923855,19993.82994,-1343.794029
414,1.37666,207.921,471.739,539.608,-17.66467066,229.0419162,490.1197605,5828.285168,-11122.76176,1339.770693
415,1.38,207.862,472.504,541.245,1.801801802,191.8918919,494.5945946,-8116.224332,2975.948922,-3066.129192
416,1.38333,207.868,473.143,542.892,-25.22522523,201.8018018,484.3843844,-1955.345862,3325.059969,2981.078937
417,1.38666,207.784,473.815,544.505,-31.73652695,212.8742515,494.3113772,6624.82555,-10058.37492,3771.116665
418,1.39,207.678,474.526,546.156,-9.60960961,179.2792793,506.9069069,-15330.64596,2975.948922,-7755.503251
419,1.39333,207.646,475.123,547.844,-60.66066066,189.1891892,481.0810811,21003.63297,5494.246472,4962.074876
420,1.39666,207.444,475.753,549.446,9.281437126,207.4850299,497.6047904,-6195.463634,-2960.309085,-6205.962138
421,1.4,207.475,476.446,551.108,-11.41141141,197.5975976,476.8768769,-4509.013518,-3517.030544,16412.80921
422,1.40333,207.437,477.104,552.696,-26.42642643,185.8858859,531.5315315,1102.683306,-2774.528318,-23135.28936
423,1.40666,207.349,477.723,554.466,-22.75449102,176.6467066,454.491018,1867.657036,2946.041886,15423.64911
424,1.41,207.273,478.313,555.984,-16.51651652,186.4864865,506.006006,-5410.816222,1803.605407,-4328.652977
425,1.41333,207.218,478.934,557.669,-34.53453453,192.4924925,491.5915916,7313.781927,-532.7115971,8998.586978
426,1.41666,207.103,479.575,559.306,-10.17964072,190.7185629,521.5568862,-8640.538419,-9179.192459,-12927.69696
427,1.42,207.069,480.212,561.048,-39.03903904,160.0600601,478.3783784,17585.15272,10010.01001,3787.571355
428,1.42333,206.939,480.745,562.641,19.51951952,193.3933934,490.990991,-10357.23105,5400.556191,-2149.746445
429,1.42666,207.004,481.389,564.276,-14.97005988,211.3772455,483.8323353,-5677.806603,-9610.16953,13382.09377
430,1.43,206.954,482.095,565.892,-33.93393393,179.2792793,528.5285285,6583.159736,-991.982974,-20290.56083
431,1.43333,206.841,482.692,567.652,-12.01201201,175.975976,460.960961,1179.633537,-3754.631256,16578.5897
432,1.43666,206.801,483.278,569.187,-8.083832335,163.4730539,516.1676647,-12235.06485,3114.017959,-9336.131642
433,1.44,206.774,483.824,570.911,-48.94894895,173.8738739,484.984985,21192.36353,7034.061088,5771.537303
434,1.44333,206.611,484.403,572.526,21.62162162,197.2972973,504.2042042,-18630.86586,-3054.519157,3952.271849
435,1.44666,206.683,485.06,574.205,-40.41916168,187.1257485,517.3652695,18395.26428,-9182.422768,-13830.56835
436,1.45,206.548,485.685,575.933,21.02102102,156.4564565,471.1711712,-15871.72758,15871.72758,7124.241358
437,1.45333,206.618,486.206,577.502,-31.83183183,209.3093093,494.8948949,3085.569251,-17720.69313,16368.25907
438,1.45666,206.512,486.903,579.15,-21.55688623,150.2994012,549.4011976,1329.272189,-943.7886379,-29446.15166
439,1.46,206.44,487.405,580.985,-17.11711712,147.1471471,451.0510511,-4779.554329,17675.33299,21462.90435
440,1.46333,206.383,487.895,582.487,-33.03303303,206.006006,522.5225225,3446.290332,-10974.4529,-6853.430547
441,1.46666,206.273,488.581,584.227,-21.55688623,169.4610778,499.7005988,6633.978092,-4073.419757,1348.384851
442,1.47,206.201,489.147,585.896,0.600600601,155.8558559,504.2042042,-10370.73109,-1533.064596,1713.425137
443,1.47333,206.203,489.666,587.575,-33.93393393,150.7507508,509.9099099,10639.9219,16497.85946,-5763.167278
444,1.47666,206.09,490.168,589.273,1.497005988,205.6886228,490.7185629,-7730.937219,-12492.41281,-8.344965144
445,1.48,206.095,490.855,590.912,-24.32432432,163.963964,490.6906907,-721.4421629,450.9013518,8927.846766
446,1.48333,206.014,491.401,592.546,-26.72672673,165.4654655,520.4204204,9644.428914,-8600.335784,-5053.33515
447,1.48666,205.925,491.952,594.279,5.389221557,136.8263473,503.5928144,-17977.20845,8394.765736,3240.000013
448,1.49,205.943,492.409,595.961,-54.65465465,164.8648649,514.4144144,18036.05407,7484.96244,-1082.163244
449,1.49333,205.761,492.958,597.674,5.405405405,189.7897898,510.8108108,-2612.257832,-11679.15501,-9720.029141
450,1.49666,205.779,493.59,599.375,-3.293413174,150.8982036,478.4431138,-11511.47562,5440.378885,16614.01801
451,1.5,205.768,494.094,600.973,-41.74174174,169.0690691,533.9339339,14158.30245,2615.22784,-11452.89434
452,1.50333,205.629,494.657,602.751,5.405405405,177.7777778,495.7957958,-8366.515083,-12657.36795,4319.47295
453,1.50666,205.647,495.249,604.402,-22.45508982,135.6287425,510.1796407,-2897.318057,-507.4277189,3695.473594
454,1.51,205.572,495.702,606.106,-32.13213213,133.9339339,522.5225225,-901.8027036,16683.35002,-10280.55082
455,1.51333,205.465,496.148,607.846,-35.13513514,189.4894895,488.2882883,2908.71872,-17433.14226,12777.78831
456,1.51666,205.348,496.779,609.472,-25.4491018,131.4371257,530.8383234,5551.555356,8300.010003,-9592.672022
457,1.52,205.263,497.218,611.245,-6.906906907,159.1591592,498.7987988,450.9013518,90.18027037,7484.96244
458,1.52333,205.24,497.748,612.906,-5.405405405,159.4594595,523.7237237,-7187.96155,4082.412239,-9731.639175
459,1.52666,205.222,498.279,614.65,-29.34131737,173.0538922,491.3173653,9144.466637,-13510.76775,3498.693932
460,1.53,205.124,498.857,616.291,1.201201201,127.9279279,503.003003,-4058.112166,8386.765144,15871.72758
461,1.53333,205.128,499.283,617.966,-12.31231231,155.8558559,555.8558559,-7451.48234,3905.83171,-29450.87829
462,1.53666,205.087,499.802,619.817,-37.1257485,168.8622754,457.7844311,10396.21141,-7670.368924,29812.25336
463,1.54,204.963,500.366,621.346,-2.402402402,143.2432432,557.3573574,-11362.71407,4689.374059,-20470.92137
464,1.54333,204.955,500.843,623.202,-40.24024024,158.8588589,489.1891892,8757.476255,-16506.49949,10169.58049
465,1.54666,204.821,501.372,624.831,-11.07784431,103.8922156,523.0538922,-1358.614163,21492.05392,-2676.58027
466,1.55,204.784,501.719,626.578,-15.61561562,175.6756757,514.1141141,-5410.816222,-90.18027035,-1262.523785
467,1.55333,204.732,502.304,628.29,-33.63363363,175.3753754,509.9099099,12797.49837,-14363.50306,-8.910026736
468,1.55666,204.62,502.888,629.988,8.982035928,127.5449102,509.8802395,-10871.06684,7667.138615,-1070.039885
469,1.56,204.65,503.314,631.691,-27.32732733,153.1531532,506.3063063,-1893.785678,-2885.768652,12625.23785
470,1.56333,204.559,503.824,633.377,-33.63363363,143.5435435,548.3483483,8481.805428,-2196.996587,-22700.85806
471,1.56666,204.447,504.302,635.203,-5.389221557,136.2275449,472.754491,-2612.243281,5966.650074,18317.19848
472,1.57,204.429,504.757,636.782,-14.11411411,156.1561562,533.9339339,-2164.326489,-12535.05758,-4959.91487
473,1.57333,204.382,505.277,638.56,-21.32132132,114.4144144,517.4174174,1008.183023,11855.19554,-6039.648107
474,1.57666,204.311,505.658,640.283,-17.96407186,153.8922156,497.3053892,-9726.460657,3824.685957,13933.66905
475,1.58,204.251,506.172,641.944,-50.45045045,166.6666667,543.8438438,15781.54731,-13166.31947,-11633.25488
476,1.58333,204.083,506.727,643.755,2.102102102,122.8228228,505.1051051,-3868.031596,3935.531799,-3331.269987
477,1.58666,204.09,507.136,645.437,-10.77844311,135.9281437,494.011976,-10529.19246,212.12363,21033.61923
478,1.59,204.054,507.59,647.087,-45.94594595,136.6366366,564.2642643,10460.91136,9829.649469,-27685.343
479,1.59333,203.901,508.045,648.966,-11.11111111,169.3693694,472.0720721,-5114.895334,-19662.80895,25739.44717
480,1.59666,203.864,508.609,650.538,-28.14371257,103.8922156,557.7844311,1053.619147,13040.48859,-19908.1257
481,1.6,203.77,508.956,652.401,-24.62462462,147.4474474,491.2912913,12174.3365,-2615.22784,10010.01001
482,1.60333,203.688,509.447,654.037,15.91591592,138.7387387,524.6246246,-24739.63417,3651.490947,-6765.410283
483,1.60666,203.741,509.909,655.784,-66.46706587,150.8982036,502.0958084,17023.1905,-10204.00802,13218.69397
484,1.61,203.519,510.413,657.461,-9.60960961,116.8168168,546.2462462,-5500.996492,-2344.687029,-17404.79218
485,1.61333,203.487,510.802,659.28,-27.92792793,109.009009,488.2882883,2632.507892,19412.5182,14306.26289
486,1.61666,203.394,511.165,660.906,-19.16167665,173.6526946,535.9281437,-5052.20341,-13869.87044,-4463.210387
487,1.62,203.33,511.745,662.696,-36.03603604,127.3273273,521.021021,7935.863792,541.0816222,-5230.455681
488,1.62333,203.21,512.169,664.431,-9.60960961,129.1291291,503.6036036,-7543.822616,-2993.228974,10156.62045
489,1.62666,203.178,512.599,666.108,-34.73053892,119.1616766,537.4251497,6532.223356,5321.934219,-9496.839519
