Frame,Time,X,Y,Z,vx,vy,vz,ax,ay,az
57,0.18666,299.288,209.442,66.748,-42.21556886,69.46107784,223.6526946,-1566.430714,9143.389867,-518.1954158
58,0.19,299.147,209.674,67.495,-47.44744745,100,221.9219219,-541.0816222,-7935.863792,-631.2618925
59,0.19333,298.989,210.007,68.234,-49.24924925,73.57357357,219.8198198,4270.062802,-245.9707374,-6671.18
60,0.19666,298.825,210.252,68.966,-35.02994012,72.75449102,197.6047904,-6684.85546,16339.17255,17979.90037
61,0.2,298.708,210.495,69.626,-57.35735736,127.3273273,257.6576577,5500.996492,-7484.96244,-6583.159736
62,0.20333,298.517,210.919,70.484,-39.03903904,102.4024024,235.7357357,-7067.811189,-5486.686449,-7944.233817
63,0.20666,298.387,211.26,71.269,-62.5748503,84.13173653,209.2814371,-1045.274182,-2441.844476,7650.717877
64,0.21,298.178,211.541,71.968,-66.06606607,75.97597598,234.8348348,3697.391085,10821.63244,7484.96244
65,0.21333,297.958,211.794,72.75,-53.75375375,112.012012,259.7597598,-1030.59309,-7653.172944,-7606.192803
66,0.21666,297.779,212.167,73.615,-57.18562874,86.52694611,234.4311377,-2838.634109,2415.463619,8212.791658
67,0.22,297.588,212.456,74.398,-66.66666667,94.59459459,261.8618619,-5861.717573,721.4421629,-7665.322981
68,0.22333,297.366,212.771,75.27,-86.18618619,96.996997,236.3363363,3314.259936,9173.547502,1855.445563
69,0.22666,297.079,213.094,76.057,-75.1497006,127.5449102,242.5149701,10901.48559,-8067.158557,4174.097724
70,0.23,296.828,213.52,76.867,-38.73873874,100.6006006,256.4564565,-14068.12218,8026.044062,901.8027036
71,0.23333,296.699,213.855,77.721,-85.58558559,127.3273273,259.4594595,4212.82263,-13421.20024,-772.7423167
72,0.23666,296.414,214.279,78.585,-71.55688623,82.63473054,256.8862275,-154.2472588,12841.55539,5265.942194
73,0.24,296.175,214.555,79.443,-72.07207207,125.5255255,274.4744745,5771.537303,-1442.884326,-9829.649469
74,0.24333,295.935,214.973,80.357,-52.85285285,120.7207207,241.7417417,-7325.121961,1599.754796,3019.419052
75,0.24666,295.759,215.375,81.162,-77.24550898,126.0479042,251.7964072,-3306.221349,-6180.388858,15780.86746
76,0.25,295.501,215.796,82.003,-88.28828829,105.4054054,304.5045045,6853.700547,541.0816222,-11452.89434
77,0.25333,295.207,216.147,83.017,-65.46546547,107.2072072,266.3663664,-6324.768962,-1085.403254,3356.920064
78,0.25666,294.989,216.504,83.904,-86.52694611,103.5928144,277.5449102,-617.2582278,-536.2313082,-5684.536413
79,0.26,294.7,216.85,84.831,-88.58858859,101.8018018,258.5585586,-6402.799196,9739.469199,11362.71407
80,0.26333,294.405,217.189,85.692,-109.9099099,134.2342342,296.3963964,17001.95097,598.5917946,-6470.299398
81,0.26666,294.039,217.636,86.679,-53.29341317,136.2275449,274.8502994,-12275.71291,-237.1585254,11306.0818
82,0.27,293.861,218.091,87.597,-94.29429429,135.4354354,312.6126126,721.4421629,-6853.700547,-19298.57786
83,0.27333,293.547,218.542,88.638,-91.89189189,112.6126126,248.3483483,-1895.405682,8350.315034,16949.57081
84,0.27666,293.241,218.917,89.465,-98.20359281,140.4191617,304.7904192,20770.88742,-18035.6232,8096.231338
85,0.28,292.913,219.386,90.483,-28.82882883,80.18018018,331.8318318,-12895.77866,8927.846766,-17765.51326
86,0.28333,292.817,219.653,91.588,-71.77177177,109.9099099,272.6726727,-14141.2924,18602.51577,7936.673794
87,0.28666,292.578,220.019,92.496,-118.8622754,171.8562874,299.1017964,3939.092738,-3172.163522,-4586.231324
88,0.29,292.181,220.593,93.495,-105.7057057,161.2612613,283.7837838,6583.159736,-7845.683521,7394.78217
89,0.29333,291.829,221.13,94.44,-83.78378378,135.1351351,308.4084084,-1183.413548,-11360.28406,3948.491838
90,0.29666,291.55,221.58,95.467,-87.7245509,97.30538922,321.5568862,-6102.86144,15282.32309,-2947.657041
91,0.3,291.257,221.905,96.541,-108.1081081,148.3483483,311.7117117,-3607.210814,-3967.931896,-5591.176762
92,0.30333,290.897,222.399,97.579,-120.1201201,135.1351351,293.0930931,7210.911618,-1649.974947,635.5819055
93,0.30666,290.497,222.849,98.555,-96.10778443,129.6407186,295.2095808,-1884.616159,12344.35698,15370.34901
94,0.31,290.176,223.282,99.541,-102.4024024,170.8708709,346.5465465,6222.438655,-4869.734599,-18667.31596
95,0.31333,289.835,223.851,100.695,-81.68168168,154.6546547,284.3843844,-9007.497004,2917.898748,18355.73503
96,0.31666,289.563,224.366,101.642,-111.6766467,164.3712575,345.508982,3585.912278,-6775.304115,-20188.8934
97,0.32,289.19,224.915,102.796,-99.6996997,141.7417417,278.0780781,991.982974,-2795.588381,28677.32597
98,0.32333,288.858,225.387,103.722,-96.3963964,132.4324324,373.5735736,-6926.330765,5994.827972,-25061.20513
99,0.32666,288.537,225.828,104.966,-119.4610778,152.3952096,290.1197605,2589.900309,3823.339995,8352.771718
100,0.33,288.138,226.337,105.935,-110.8108108,165.1651652,318.018018,-3697.391085,9739.469199,1172.343515
101,0.33333,287.769,226.887,106.994,-123.1231231,197.5975976,321.9219219,14316.52292,-20677.20199,9600.688783
102,0.33666,287.359,227.545,108.066,-75.4491018,128.742515,353.8922156,-8789.132637,9556.331045,-4357.148572
103,0.34,287.107,227.975,109.248,-104.8048048,160.6606607,339.3393393,-4869.734599,-1713.425137,-6673.340007
104,0.34333,286.758,228.51,110.378,-121.021021,154.954955,317.1171171,1996.925987,-948.5128436,8615.995831
105,0.34666,286.355,229.026,111.434,-114.3712575,151.7964072,345.8083832,2864.207389,5441.186462,-5892.89135
106,0.35,285.973,229.533,112.589,-104.8048048,169.96997,326.1261261,-8206.404603,11001.99298,-1533.064596
107,0.35333,285.624,230.099,113.675,-132.1321321,206.6066066,321.021021,5693.237068,-14661.31395,15086.02523
108,0.35666,285.184,230.787,114.744,-113.1736527,157.7844311,371.257485,1426.719846,-1926.071792,-12253.63913
109,0.36,284.806,231.314,115.984,-108.4084084,151.3513514,330.3303303,-2074.146218,9288.567847,6853.700547
110,0.36333,284.445,231.818,117.084,-115.3153153,182.2822823,353.1531532,463.321389,-4209.852621,-7330.521977
111,0.36666,284.061,232.425,118.26,-113.7724551,168.2634731,328.742515,-372.0239297,9591.864445,7038.843498
112,0.37,283.681,232.987,119.358,-115.015015,200.3003003,352.2522523,-901.8027036,-90.18027036,-2074.146218
113,0.37333,283.298,233.654,120.531,-118.018018,200,345.3453453,5770.4573,-14745.28421,-4716.104139
114,0.37666,282.905,234.32,121.681,-98.80239521,150.8982036,329.6407186,-628.2951172,9216.610206,10366.33105
115,0.38,282.575,234.824,122.782,-100.9009009,181.6816817,364.2642643,-4509.013518,-5140.275411,-3877.751625
116,0.38333,282.239,235.429,123.995,-115.9159159,164.5645646,351.3513514,14.3100429,661.2319824,1482.304444
117,0.38666,281.853,235.977,125.165,-115.8682635,166.7664671,356.2874251,7718.015983,8331.774709,-4444.905302
118,0.39,281.466,236.534,126.355,-90.09009009,194.5945946,341.4414414,-9288.567847,-3426.850274,4599.193788
119,0.39333,281.166,237.182,127.492,-121.021021,183.1831832,356.7567568,-1869.215604,7028.12107,-3647.440935
120,0.39666,280.763,237.792,128.68,-127.245509,206.5868263,344.6107784,23352.17357,-23190.92731,11368.80363
121,0.4,280.338,238.482,129.831,-49.24924925,129.1291291,382.5825826,-25430.83624,11993.97596,-12895.77866
122,0.40333,280.174,238.912,131.105,-133.9339339,169.0690691,339.6396396,14775.7943,14323.54294,7337.001996
123,0.40666,279.728,239.475,132.236,-84.73053892,216.7664671,364.0718563,-5021.246281,-13921.017,-17384.98511
124,0.41,279.445,240.199,133.452,-101.5015015,170.2702703,306.006006,-9829.649469,11452.89434,24168.31246
125,0.41333,279.107,240.766,134.471,-134.2342342,208.4084084,386.4864865,11089.74325,-16551.04962,-14912.95471
126,0.41666,278.66,241.46,135.758,-97.30538922,153.2934132,336.8263473,4947.487557,24953.06092,20982.20347
127,0.42,278.335,241.972,136.883,-80.78078078,236.6366366,406.9069069,-16052.08812,-13256.49974,-26422.81922
128,0.42333,278.066,242.76,138.238,-134.2342342,192.4924925,318.9189189,11269.56379,-3050.199145,13469.53038
129,0.42666,277.619,243.401,139.3,-96.70658683,182.3353293,363.7724551,-5571.475595,-5140.767717,-2370.239292
130,0.43,277.296,244.01,140.515,-115.3153153,165.1651652,355.8558559,541.0816222,17224.43164,1893.785678
131,0.43333,276.912,244.56,141.7,-113.5135135,222.5225225,362.1621622,-1246.593737,-17372.93208,-9676.28901
132,0.43666,276.534,245.301,142.906,-117.6646707,164.6706587,329.9401198,-2443.459631,11296.92926,8388.574311
133,0.44,276.141,245.851,144.008,-125.8258258,202.4024024,357.957958,11903.79569,-11633.25488,2615.22784
134,0.44333,275.722,246.525,145.2,-86.18618619,163.6636637,366.6666667,-9722.729149,8214.504627,-4735.274196
135,0.44666,275.435,247.07,146.421,-118.5628743,191.0179641,350.8982036,7625.682982,3408.51447,3642.173494
136,0.45,275.039,247.708,147.593,-93.09309309,202.4024024,363.0630631,-3607.210814,-8026.044062,-8927.846766
137,0.45333,274.729,248.382,148.802,-105.1051051,175.6756757,333.3333333,2522.077561,471.4214133,13636.39088
138,0.45666,274.379,248.967,149.912,-96.70658683,177.245509,378.742515,-8178.873412,10858.68399,-3076.061827
139,0.46,274.056,249.559,151.177,-124.024024,213.5135135,368.4684685,4779.554329,-13166.31947,-4148.292437
140,0.46333,273.643,250.27,152.404,-108.1081081,169.6696697,354.6546547,7200.111586,13154.16944,-4274.922816
141,0.46666,273.283,250.835,153.585,-84.13173653,213.4730539,340.4191617,-12663.08081,-10956.93923,7319.072811
142,0.47,273.002,251.548,154.722,-126.4264264,176.8768769,364.8648649,12444.87731,4238.472707,-2074.146218
143,0.47333,272.581,252.137,155.937,-84.98498498,190.990991,357.957958,-4509.013518,-6015.888036,-3648.520938
144,0.47666,272.298,252.773,157.129,-100,170.9580838,345.8083832,6563.449677,25238.67408,18922.34305
145,0.48,271.964,253.344,158.284,-78.07807808,255.2552553,409.009009,-4058.112166,-19749.47921,-34448.86328
146,0.48333,271.704,254.194,159.646,-91.59159159,189.4894895,294.2942943,-8279.304821,9899.579679,28326.86492
147,0.48666,271.399,254.825,160.626,-119.1616766,222.4550898,388.6227545,11671.10673,-17062.76178,-16823.44972
148,0.49,271.001,255.568,161.924,-80.18018018,165.4654655,332.4324324,3607.210814,20290.56083,17044.0711
149,0.49333,270.734,256.119,163.031,-68.16816817,233.033033,389.1891892,-21786.90532,-19270.49777,-20759.55224
150,0.49666,270.507,256.895,164.327,-140.7185629,168.8622754,320.0598802,13360.01999,13188.81361,12695.3839
151,0.5,270.037,257.459,165.396,-96.0960961,212.9129129,362.4624625,7034.061088,-3967.931896,-180.3605407
152,0.50333,269.717,258.168,166.603,-72.67267267,199.6996997,361.8618619,-18366.26506,4855.424557,-1314.36394
153,0.50666,269.475,258.833,167.808,-133.8323353,215.8682635,357.4850299,8151.415785,-9606.131643,770.9671018
154,0.51,269.028,259.554,169.002,-106.6066066,183.7837838,360.0600601,-360.7210814,-811.6224332,-2254.506759
155,0.51333,268.673,260.166,170.201,-107.8078078,181.0810811,352.5525526,6660.379968,17189.87154,6696.020075
156,0.51666,268.314,260.769,171.375,-85.62874251,238.3233533,374.8502994,-9247.836527,-19026.52051,-11261.39586
157,0.52,268.028,261.565,172.627,-116.5165165,174.7747748,337.2372372,5500.996492,16232.44866,1713.425137
158,0.52333,267.64,262.147,173.75,-98.1981982,228.8288288,342.9429429,2246.136734,-5600.35679,16055.32813
159,0.52666,267.313,262.909,174.892,-90.71856287,210.1796407,396.4071856,98.25523469,3245.922246,-8185.064838
160,0.53,267.01,263.611,176.216,-90.39039039,221.021021,369.0690691,1172.343515,-8837.666495,-9288.567847
161,0.53333,266.709,264.347,177.445,-86.48648649,191.5915916,338.1381381,-6215.958635,5581.996735,3472.21041
162,0.53666,266.421,264.985,178.571,-107.1856287,210.1796407,349.7005988,15637.92628,-260.5782662,6158.584272
163,0.54,266.063,265.687,179.739,-54.95495495,209.3093093,370.2702703,-21192.36353,4599.193788,-3156.309463
164,0.54333,265.88,266.384,180.972,-125.5255255,224.6246246,359.7597598,6946.040824,-7574.602709,-2481.307439
165,0.54666,265.462,267.132,182.17,-102.3952096,199.4011976,351.497006,896.9491561,-4136.410784,6969.391852
166,0.55,265.12,267.798,183.344,-99.3993994,185.5855856,374.7747748,-5951.897844,9468.928388,-90.18027037
167,0.55333,264.789,268.416,184.592,-119.2192192,217.1171171,374.4744745,13863.46156,1872.725614,-7979.063921
168,0.55666,264.392,269.139,185.839,-73.05389222,223.3532934,347.9041916,-11304.46665,-4564.426738,-3912.981072
169,0.56,264.148,269.885,187.001,-110.8108108,208.1081081,334.8348348,7034.061088,4418.833248,27865.70354
170,0.56333,263.779,270.578,188.116,-87.38738739,222.8228228,427.6276276,887.7626615,-11259.30376,-31133.79334
171,0.56666,263.488,271.32,189.54,-84.43113772,185.3293413,323.9520958,-15630.3889,18957.87645,13687.89637
172,0.57,263.206,271.939,190.622,-136.6366366,248.6486486,369.6696697,21102.18326,-17765.51326,1623.244866
173,0.57333,262.751,272.767,191.853,-66.36636637,189.4894895,375.0750751,-5065.215186,12147.33642,1460.97438
174,0.57666,262.53,273.398,193.102,-83.23353293,229.9401198,379.9401198,-4840.07978,3443.509485,-4333.728831
175,0.58,262.252,274.166,194.371,-99.3993994,241.4414414,365.4654655,10911.81271,-14879.74461,-12535.05758
176,0.58333,261.921,274.97,195.588,-63.06306306,191.8918919,323.7237237,-10462.80137,22215.1266,31447.26428
177,0.58666,261.711,275.609,196.666,-97.90419162,265.8682635,428.4431138,-2605.51347,-21519.24236,-30813.64918
178,0.59,261.384,276.497,198.097,-106.6066066,193.993994,325.5255255,1713.425137,7124.241358,12625.23785
179,0.59333,261.029,277.143,199.181,-100.9009009,217.7177177,367.5675676,2967.848898,5108.955317,9559.64866
180,0.59666,260.693,277.868,200.405,-91.01796407,234.7305389,399.4011976,8010.089763,-6082.672008,-13397.16855
181,0.6,260.389,278.652,201.739,-64.26426426,214.4144144,354.6546547,-11362.71407,3246.489733,6.12816E-09
182,0.60333,260.175,279.366,202.92,-102.1021021,225.2252252,354.6546547,3418.480249,3393.910175,10560.27166
183,0.60666,259.835,280.116,204.101,-90.71856287,236.5269461,389.8203593,907.4476607,-8238.903323,-4055.114672
184,0.61,259.532,280.906,205.403,-87.68768769,209.009009,376.2762763,-3246.489733,12895.77866,-1172.343515
185,0.61333,259.24,281.602,206.656,-98.4984985,251.951952,372.3723724,-1439.914317,-7329.441974,-6448.699333
186,0.61666,258.912,282.441,207.896,-103.2934132,227.5449102,350.8982036,13213.84851,-6179.042896,14611.22638
187,0.62,258.567,283.201,209.068,-59.15915916,206.9069069,399.6996997,-8927.846766,9649.288929,-11362.71407
188,0.62333,258.37,283.89,210.399,-88.88888889,239.039039,361.8618619,-819.1824559,-11813.34542,-5989.697957
189,0.62666,258.074,284.686,211.604,-91.61676647,199.7005988,341.9161677,-442.0139599,22387.38793,22605.1646
190,0.63,257.768,285.353,212.746,-93.09309309,274.4744745,417.4174174,-4.19498E-09,-20561.10164,-21462.90435
191,0.63333,257.458,286.267,214.136,-93.09309309,206.006006,345.9459459,-1085.133253,3231.369688,10658.01195
192,0.63666,257.148,286.953,215.288,-96.70658683,216.7664671,381.4371257,5577.397829,6488.614183,-4152.56233
193,0.64,256.825,287.677,216.562,-78.07807808,238.4384384,367.5675676,4599.193788,180.3605407,11633.25488
194,0.64333,256.565,288.471,217.786,-62.76276276,239.039039,406.3063063,-8395.135169,-1833.305496,-21943.77579
195,0.64666,256.356,289.267,219.139,-90.71856287,232.9341317,333.2335329,-2419.232313,2816.829523,10819.11271
196,0.65,256.053,290.045,220.252,-98.7987988,242.3423423,369.3693694,7034.061088,-90.18027036,17224.43164
197,0.65333,255.724,290.852,221.482,-75.37537538,242.042042,426.7267267,-2090.076266,-5072.775208,-27806.30336
198,0.65666,255.473,291.658,222.903,-82.33532934,225.1497006,334.1317365,-14549.58131,2000.638094,10730.01001
199,0.66,255.198,292.41,224.019,-130.9309309,231.8318318,369.96997,31382.73409,-3787.571355,12535.05758
200,0.66333,254.762,293.182,225.251,-26.42642643,219.2192192,411.7117117,-25960.30783,9603.11879,-16733.84017
201,0.66666,254.674,293.912,226.622,-112.8742515,251.1976048,355.988024,7361.066829,-10563.3799,-2646.969103
202,0.67,254.297,294.751,227.811,-88.28828829,215.9159159,347.1471471,991.982974,16322.62894,20741.46218
203,0.67333,254.003,295.47,228.967,-84.98498498,270.2702703,416.2162162,-6217.308639,-20832.45246,-9095.517268
204,0.67666,253.72,296.37,230.353,-105.6886228,200.8982036,385.9281437,11593.31012,10070.75777,-4238.434713
205,0.68,253.367,297.041,231.642,-66.96696697,234.5345345,371.7717718,-13076.1392,11182.35352,7124.241358
206,0.68333,253.144,297.822,232.88,-110.5105105,271.7717718,395.4954955,17541.95259,-14360.26305,-3952.001848
207,0.68666,252.776,298.727,234.197,-52.09580838,223.9520958,382.3353293,-15511.40584,560.9970112,-8916.999039
208,0.69,252.602,299.475,235.474,-103.9039039,225.8258258,352.5525526,-2525.04757,15330.64596,10010.01001
209,0.69333,252.256,300.227,236.648,-112.3123123,276.8768769,385.8858859,15385.72613,-22097.13625,6935.780793
210,0.69666,251.882,301.149,237.933,-61.07784431,203.2934132,408.9820359,-10304.68598,13579.41182,-10331.60523
211,0.7,251.678,301.828,239.299,-95.4954955,248.6486486,374.4744745,-2344.687029,-9198.387577,-1623.244866
212,0.70333,251.36,302.656,240.546,-103.3033033,218.018018,369.0690691,20232.78066,12121.68634,22055.82612
213,0.70666,251.016,303.382,241.775,-35.92814371,258.3832335,442.5149701,-22779.60129,-8219.252276,-32419.38198
214,0.71,250.896,304.245,243.253,-112.012012,230.9309309,334.2342342,10010.01001,17675.33299,13527.04055
215,0.71333,250.523,305.014,244.366,-78.67867868,289.7897898,379.2792793,-1277.913831,-25345.51599,2985.668951
216,0.71666,250.261,305.979,245.629,-82.93413174,205.3892216,389.2215569,-4480.169509,8366.500532,3316.989046
217,0.72,249.984,306.665,246.929,-97.8978979,233.3333333,400.3003003,3066.129192,1803.605407,-3967.931896
218,0.72333,249.658,307.442,248.262,-87.68768769,239.3393393,387.0870871,9789.149348,6528.079571,5765.867286
219,0.72666,249.366,308.239,249.551,-55.08982036,261.0778443,406.2874251,-9130.468631,-11543.50952,-9794.56634
220,0.73,249.182,309.111,250.908,-85.58558559,222.5225225,373.5735736,-3787.571355,20561.10164,-3336.670003
221,0.73333,248.897,309.852,252.152,-98.1981982,290.990991,362.4624625,3235.149699,-22829.10844,18465.35536
222,0.73666,248.57,310.821,253.359,-87.4251497,214.9700599,423.9520958,1629.690934,-346.181457,-13195.27423
223,0.74,248.278,311.539,254.775,-81.98198198,213.8138138,379.8798799,-3967.931896,15511.0065,4689.374059
224,0.74333,248.005,312.251,256.04,-95.1951952,265.4654655,395.4954955,7817.873438,-5813.117428,-2243.706727
225,0.74666,247.688,313.135,257.357,-69.16167665,246.1077844,388.0239521,-62.1834499,-4184.327036,4574.65605
226,0.75,247.457,313.957,258.653,-69.36936937,232.1321321,403.3033033,-13076.1392,13256.49974,-6763.520277
227,0.75333,247.226,314.73,259.996,-112.9129129,276.2762763,380.7807808,18712.9461,-34504.21344,6850.460538
228,0.75666,246.85,315.65,261.264,-50.5988024,161.3772455,403.5928144,-16948.6242,37098.2155,-1165.603195
229,0.76,246.681,316.189,262.612,-107.2072072,285.2852853,399.6996997,12715.41812,-14879.74461,-5140.275411
230,0.76333,246.324,317.139,263.943,-64.86486486,235.7357357,382.5825826,148.2304444,57.78017323,14760.94425
231,0.76666,246.108,317.924,265.217,-64.37125749,235.9281437,431.7365269,-9408.544404,5696.650073,-14267.19846
232,0.77,245.893,318.712,266.659,-95.7957958,254.954955,384.0840841,10190.37055,-5951.897844,-2434.8673
233,0.77333,245.574,319.561,267.938,-61.86186186,235.1351351,375.975976,-13700.65107,9229.167669,9911.729715
234,0.77666,245.368,320.344,269.19,-107.4850299,265.8682635,408.9820359,8714.566336,-6324.406805,-17614.33706
235,0.78,245.009,321.232,270.556,-78.37837838,244.7447447,350.1501502,-6222.438655,5591.176762,24979.93489
236,0.78333,244.748,322.047,271.722,-99.0990991,263.3633634,433.3333333,20229.00065,-10666.38198,-3536.470602
237,0.78666,244.418,322.924,273.165,-31.73652695,227.8443114,421.5568862,-14863.72887,2092.971095,-15175.4537
238,0.79,244.312,323.685,274.573,-81.38138138,234.8348348,370.8708709,-5320.635951,13797.58137,10821.63244
239,0.79333,244.041,324.467,275.808,-99.0990991,280.7807808,406.9069069,13935.28178,-19762.97925,-7019.211044
240,0.79666,243.711,325.402,277.163,-52.69461078,214.9700599,383.5329341,-17489.97016,19344.16757,9965.234337
241,0.8,243.535,326.12,278.444,-111.1111111,279.5795796,416.8168168,15420.82623,-5591.176762,-10911.81271
242,0.80333,243.165,327.051,279.832,-59.75975976,260.960961,380.4804805,-1564.654691,-13361.53006,8109.474312
243,0.80666,242.966,327.92,281.099,-64.97005988,216.4670659,407.4850299,-10577.91629,21503.36001,-1431.834502
244,0.81,242.749,328.643,282.46,-100.3003003,288.2882883,402.7027027,8206.404603,-23266.50975,-5410.816222
